Temperature I,Temperature II,Ore Parameter I,Ore Parameter II,Ore Parameter III,Ore Parameter IV,Indicators A,Indicators B,Indicators C,Indicators D
1403.4,832.15,54.03,102.3,47.28,21.47,80.84,21.73,10.7,20.56
1403.66,832.26,54.03,102.3,47.28,21.47,80.84,21.73,10.7,20.58
1403.83,831.92,54.03,102.3,47.28,21.47,80.83,21.73,10.69,20.6
1403.26,831.14,54.03,102.3,47.28,21.47,80.83,21.73,10.69,20.62
1403.62,832.18,54.03,102.3,47.28,21.47,80.83,21.73,10.69,20.63
1403.62,832.27,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.65
1402.78,832.01,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.66
1403.26,832.24,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.66
1403.17,831.93,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.67
1403.21,831.98,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.67
1403.71,832.15,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.67
1403.04,831.94,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.67
1403.71,832.45,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.67
1402.95,832.16,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.68
1403.53,831.68,54.03,102.3,47.28,21.47,80.82,21.73,10.68,20.68
1404.1,831.63,54.03,102.3,47.28,21.47,80.81,21.73,10.68,20.69
1404.1,831.73,54.03,102.3,47.28,21.47,80.81,21.73,10.69,20.69
1402.95,832.07,54.03,102.3,47.28,21.47,80.81,21.73,10.69,20.7
1403.44,832.33,54.03,102.3,47.28,21.47,80.81,21.73,10.69,20.71
1403.83,832.28,54.03,102.3,47.28,21.47,80.8,21.72,10.69,20.72
1403.83,832.38,54.03,102.3,47.28,21.47,80.8,21.72,10.7,20.73
1403.83,832.32,54.03,102.3,47.28,21.47,80.8,21.72,10.7,20.74
1403.88,832.02,54.03,102.3,47.28,21.47,80.79,21.72,10.7,20.75
1403.49,831.91,54.03,102.3,47.28,21.47,80.79,21.72,10.7,20.76
1403.13,831.92,54.03,102.3,47.28,21.47,80.78,21.72,10.71,20.77
1403.13,831.78,54.03,102.3,47.28,21.47,80.78,21.72,10.71,20.78
1403.13,832.05,54.03,102.3,47.28,21.47,80.77,21.71,10.71,20.79
1403.62,831.89,54.03,102.3,47.28,21.47,80.77,21.71,10.72,20.81
1403.62,832.3,54.03,102.3,47.28,21.47,80.76,21.71,10.72,20.82
1403.22,832.14,54.03,102.3,47.28,21.47,80.76,21.71,10.72,20.83
1403.66,832.39,54.03,102.3,47.28,21.47,80.75,21.71,10.73,20.85
1403.66,832,54.03,102.3,47.28,21.47,80.75,21.71,10.73,20.86
1403.66,831.85,54.03,102.3,47.28,21.47,80.74,21.7,10.74,20.88
1403.66,832.36,54.03,102.3,47.28,21.47,80.74,21.7,10.74,20.89
1404.1,832.34,54.03,102.3,47.28,21.47,80.73,21.7,10.74,20.91
1401.1,831.08,54.03,102.3,47.28,21.47,80.72,21.7,10.75,20.92
1404.05,832.18,54.03,102.3,47.28,21.47,80.72,21.7,10.75,20.94
1402.73,833.82,54.03,102.3,47.28,21.47,80.71,21.69,10.76,20.95
1403.92,832.21,54.03,102.3,47.28,21.47,80.71,21.69,10.76,20.97
1403.52,831.91,54.03,102.3,47.28,21.47,80.7,21.69,10.77,20.99
1403.52,832.1,54.03,102.3,47.28,21.47,80.69,21.69,10.77,21
1403.88,832.15,54.03,102.3,47.28,21.47,80.69,21.69,10.77,21.02
1403.22,831.73,54.03,102.3,47.28,21.47,80.68,21.68,10.78,21.03
1403.22,832.14,54.03,102.3,47.28,21.47,80.68,21.68,10.78,21.05
1403.22,831.87,54.03,102.3,47.28,21.47,80.67,21.68,10.79,21.06
1403.13,831.88,54.03,102.3,47.28,21.47,80.66,21.68,10.79,21.08
1403.26,832.21,54.03,102.3,47.28,21.47,80.66,21.68,10.79,21.09
1403.26,831.75,54.03,102.3,47.28,21.47,80.65,21.67,10.8,21.11
1403.84,832.4,54.03,102.3,47.28,21.47,80.65,21.67,10.8,21.12
1403.79,832.16,54.03,102.3,47.28,21.47,80.64,21.67,10.81,21.14
1403.53,831.93,54.03,102.3,47.28,21.47,80.64,21.67,10.81,21.15
1403.08,832.05,54.03,102.3,47.28,21.47,80.63,21.67,10.81,21.16
1403.08,832.05,54.03,102.3,47.28,21.47,80.63,21.67,10.82,21.18
1404.06,832.02,54.03,102.3,47.28,21.47,80.62,21.66,10.82,21.19
1403.71,831.97,54.03,102.3,47.28,21.47,80.62,21.66,10.82,21.2
1404.19,832.04,54.03,102.3,47.28,21.47,80.61,21.66,10.83,21.21
1403.79,832.06,54.03,102.3,47.28,21.47,80.61,21.66,10.83,21.22
1403.79,832.17,54.03,102.3,47.28,21.47,80.6,21.66,10.83,21.23
1403.04,831.94,54.03,102.3,47.28,21.47,80.6,21.66,10.83,21.24
1403.04,831.82,54.03,102.3,47.28,21.47,80.6,21.66,10.84,21.25
1404.06,832.1,54.03,102.3,47.28,21.47,80.59,21.65,10.84,21.26
1403.62,832.01,54.03,102.3,47.28,21.47,80.59,21.65,10.84,21.27
1404.06,832.19,54.03,102.3,47.28,21.47,80.59,21.65,10.84,21.28
1403.04,831.66,54.03,102.3,47.28,21.47,80.59,21.65,10.85,21.28
1402.78,832.41,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.29
1402.91,831.46,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.29
1403.35,832.49,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1402.91,829.68,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1403.93,832.34,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1403.26,832.05,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1403.26,829.09,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1403.79,831.88,54.03,102.3,47.28,21.47,80.58,21.65,10.85,21.3
1403.26,833.16,54.03,102.3,47.28,21.47,80.59,21.65,10.85,21.29
1403.26,833.33,54.03,102.3,47.28,21.47,80.59,21.65,10.85,21.28
1402.91,831.76,54.03,102.3,47.28,21.47,80.6,21.64,10.85,21.27
1403.44,832.09,54.03,102.3,47.28,21.47,80.6,21.64,10.85,21.26
1403.88,832.04,54.03,102.3,47.28,21.47,80.61,21.64,10.85,21.25
1403.62,832.16,54.03,102.3,47.28,21.47,80.62,21.63,10.85,21.23
1403.62,832.05,54.03,102.3,47.28,21.47,80.63,21.63,10.85,21.22
1403.04,832.17,54.03,102.3,47.28,21.47,80.64,21.62,10.85,21.2
1403.93,832.34,54.03,102.3,47.28,21.47,80.65,21.62,10.85,21.18
1403.93,832.25,54.03,102.3,47.28,21.47,80.66,21.61,10.85,21.16
1403.49,832.31,54.03,102.3,47.28,21.47,80.67,21.61,10.85,21.14
1403,832.1,54.03,102.3,47.28,21.47,80.69,21.6,10.85,21.12
1403,832.08,54.03,102.3,47.28,21.47,80.7,21.59,10.85,21.09
1403,831.82,54.03,102.3,47.28,21.47,80.72,21.59,10.85,21.06
1403.35,832.05,54.03,102.3,47.28,21.47,80.73,21.58,10.85,21.04
1403.35,831.78,54.03,102.3,47.28,21.47,80.75,21.57,10.85,21.01
1403.26,831.74,54.03,102.3,47.28,21.47,80.76,21.56,10.85,20.98
1403.71,832.11,54.03,102.3,47.28,21.47,80.78,21.56,10.85,20.95
1403.75,832.37,54.03,102.3,47.28,21.47,80.8,21.55,10.85,20.92
1403.4,831.8,54.03,102.3,47.28,21.47,80.81,21.54,10.85,20.89
1403.88,831.82,54.03,102.3,47.28,21.47,80.83,21.53,10.85,20.86
1403.44,832.05,54.03,102.3,47.28,21.47,80.85,21.52,10.85,20.83
1404.32,832.42,54.03,102.3,47.28,21.47,80.87,21.51,10.85,20.8
1402.78,831.92,54.03,102.3,47.28,21.47,80.89,21.51,10.85,20.76
1403.22,831.96,54.03,102.3,47.28,21.47,80.91,21.5,10.85,20.73
1403.22,832.08,54.03,102.3,47.28,21.47,80.93,21.49,10.85,20.7
1403.66,832.1,54.03,102.3,47.28,21.47,80.95,21.48,10.85,20.66
1403.31,831.94,54.03,102.3,47.28,21.47,80.97,21.47,10.85,20.63
1402.96,831.7,54.03,102.3,47.28,21.47,80.98,21.46,10.85,20.6
1402.96,832.03,54.03,102.3,47.28,21.47,81,21.45,10.85,20.56
1404.41,832.54,54.03,102.3,47.28,21.47,81.02,21.44,10.85,20.53
1403.35,831.75,54.03,102.3,47.28,21.47,81.04,21.43,10.85,20.5
1403.88,832.4,54.03,102.3,47.28,21.47,81.06,21.43,10.85,20.46
1402.99,832.01,54.03,102.3,47.28,21.47,81.08,21.42,10.85,20.43
1403.08,831.61,54.03,102.3,47.28,21.47,81.1,21.41,10.85,20.4
1404.46,832.28,54.03,102.3,47.28,21.47,81.12,21.4,10.85,20.37
1403.53,832.38,54.03,102.3,47.28,21.47,81.13,21.39,10.85,20.34
1403.57,831.98,54.03,102.3,47.28,21.47,81.15,21.38,10.85,20.31
1403.48,831.74,54.03,102.3,47.28,21.47,81.17,21.38,10.85,20.28
1402.87,831.89,54.03,102.3,47.28,21.47,81.18,21.37,10.85,20.25
1403.44,832.23,54.03,102.3,47.28,21.47,81.2,21.36,10.85,20.22
1403.08,831.76,54.03,102.3,47.28,21.47,81.21,21.35,10.85,20.2
1403.08,831.9,54.03,102.3,47.28,21.47,81.23,21.35,10.85,20.17
1403.52,832.03,54.03,102.3,47.28,21.47,81.24,21.34,10.85,20.14
1403.35,832.31,54.03,102.3,47.28,21.47,81.26,21.33,10.85,20.12
1403.7,832.02,54.03,102.3,47.28,21.47,81.27,21.33,10.85,20.1
1403.35,832.05,54.03,102.3,47.28,21.47,81.28,21.32,10.85,20.08
1403.35,831.75,54.03,102.3,47.28,21.47,81.29,21.32,10.85,20.06
1402.86,831.83,54.03,102.3,47.28,21.47,81.3,21.31,10.85,20.04
1403.83,832.15,54.03,102.3,47.28,21.47,81.31,21.31,10.85,20.03
1403.83,832.25,54.03,102.3,47.28,21.47,81.32,21.3,10.85,20.01
1403.83,832.02,54.03,102.3,47.28,21.47,81.33,21.3,10.85,20
1403.97,832,54.03,102.3,47.28,21.47,81.33,21.3,10.85,19.99
1402.91,831.33,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.98
1403.66,831.94,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.97
1403.7,831.76,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1403.79,832.08,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1403.49,832.39,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1404.32,832.22,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1402.68,831.78,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1403.62,832.17,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.96
1402.82,832.01,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.95
1403.13,831.64,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.95
1403.52,832.25,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.94
1403.08,831.91,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.93
1403.75,832.01,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.93
1402.91,832.04,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.92
1403.44,832.12,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.91
1403.44,831.82,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.9
1402.91,831.6,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.89
1403.52,832.2,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.88
1403.97,832.12,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.87
1403.04,831.98,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.86
1403.26,832.02,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.84
1403.79,832.1,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.83
1403,832.24,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.82
1403.62,831.89,54.03,102.3,47.28,21.47,81.35,21.29,10.85,19.8
1403.97,831.94,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.79
1402.78,832.04,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.77
1403.26,832.13,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.76
1403.93,832.14,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.74
1402.91,831.78,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.72
1403.3,831.7,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.71
1402.95,832,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.69
1403.62,832.04,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.68
1403.22,832.09,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.66
1403.83,832.25,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.64
1403.35,831.68,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.63
1403.35,832.05,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.61
1404.24,832.26,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.59
1403.62,832.51,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.57
1403.62,832.4,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.56
1403.62,832.01,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.54
1403.62,831.84,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.53
1403.93,832,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.51
1403.93,831.77,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.49
1403.93,832.24,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.48
1402.95,831.99,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.46
1403.35,832.05,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.45
1403.57,832.07,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.43
1403.93,832.41,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.42
1403.93,831.81,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.41
1403.93,833.01,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.39
1404.05,831.85,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.38
1403.44,831.91,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.37
1403.44,832.14,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.36
1403.52,832.09,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.35
1403.52,832.04,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.34
1403.52,831.9,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.33
1403.08,832.38,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.32
1403.08,831.91,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.32
1403.08,831.58,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.31
1403.52,832.24,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.3
1403.66,832.2,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.3
1403.66,832.08,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1403.66,832.25,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1403.49,831.98,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1404.32,832.21,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1402.73,832.2,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1402.73,832.03,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1403.35,832.11,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1403.35,832.3,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.29
1403.26,832.13,54.03,102.3,47.28,21.47,81.33,21.29,10.85,19.3
1402.77,831.81,54.03,102.3,47.28,21.47,81.34,21.29,10.85,19.3
1404.05,831.91,54.03,102.3,47.28,21.47,81.34,21.28,10.85,19.3
1404.05,831.89,54.03,102.3,47.28,21.47,81.34,21.28,10.85,19.31
1403.57,831.81,54.03,102.3,47.28,21.47,81.34,21.28,10.85,19.31
1403.7,831.83,54.03,102.3,47.28,21.47,81.35,21.28,10.85,19.32
1403.3,832.22,54.03,102.3,47.28,21.47,81.35,21.28,10.85,19.32
1403.4,831.94,54.03,102.3,47.28,21.47,81.35,21.28,10.85,19.33
1403.4,832.17,54.03,102.3,47.28,21.47,81.36,21.27,10.85,19.33
1403.79,832.08,54.03,102.3,47.28,21.47,81.36,21.27,10.85,19.34
1403.79,832.22,54.03,102.3,47.28,21.47,81.36,21.27,10.85,19.35
1403.79,832.22,54.03,102.3,47.28,21.47,81.37,21.27,10.85,19.35
1404.01,832.14,54.03,102.3,47.28,21.47,81.37,21.26,10.85,19.36
1403.4,832.04,54.03,102.3,47.28,21.47,81.38,21.26,10.85,19.37
1402.99,831.71,54.03,102.3,47.28,21.47,81.38,21.26,10.85,19.38
1403.66,831.94,54.03,102.3,47.28,21.47,81.38,21.25,10.85,19.38
1402.77,832.13,54.03,102.3,47.28,21.47,81.39,21.25,10.85,19.39
1402.95,832.29,54.03,102.3,47.28,21.47,81.39,21.25,10.85,19.4
1404.06,832.09,54.03,102.3,47.28,21.47,81.4,21.24,10.85,19.41
1403.04,831.81,54.03,102.3,47.28,21.47,81.4,21.24,10.85,19.42
1403.66,832.01,54.03,102.3,47.28,21.47,81.41,21.24,10.85,19.43
1403.26,831.84,54.03,102.3,47.28,21.47,81.41,21.23,10.85,19.43
1402.86,831.86,54.03,102.3,47.28,21.47,81.42,21.23,10.85,19.44
1403.97,832.11,54.03,102.3,47.28,21.47,81.42,21.23,10.85,19.45
1403.62,832.14,54.03,102.3,47.28,21.47,81.43,21.22,10.85,19.46
1403.62,832.65,54.03,102.3,47.28,21.47,81.44,21.22,10.85,19.47
1403.62,832.67,54.03,102.3,47.28,21.47,81.44,21.22,10.85,19.48
1403.22,833.23,54.03,102.3,47.28,21.47,81.45,21.21,10.85,19.49
1404.19,832.51,54.03,102.3,47.28,21.47,81.45,21.21,10.85,19.5
1403.26,833.84,54.03,102.3,47.28,21.47,81.46,21.21,10.85,19.51
1402.91,832.17,54.03,102.3,47.28,21.47,81.46,21.2,10.85,19.51
1403.49,832.15,54.03,102.3,47.28,21.47,81.47,21.2,10.85,19.52
1403.35,827.97,54.03,102.3,47.28,21.47,81.47,21.2,10.85,19.53
1403.13,832.03,54.03,102.3,47.28,21.47,81.48,21.19,10.85,19.54
1403.22,831.91,54.03,102.3,47.28,21.47,81.48,21.19,10.85,19.55
1403.44,832.33,54.03,102.3,47.28,21.47,81.49,21.19,10.85,19.56
1402.99,831.88,54.03,102.3,47.28,21.47,81.49,21.18,10.85,19.56
1403.35,831.78,54.03,102.3,47.28,21.47,81.49,21.18,10.85,19.57
1404.36,832.09,54.03,102.3,47.28,21.47,81.5,21.18,10.85,19.58
1404.02,832.05,54.03,102.3,47.28,21.47,81.5,21.17,10.85,19.59
1402.95,832.02,54.03,102.3,47.28,21.47,81.51,21.17,10.85,19.59
1403.35,831.85,54.03,102.3,47.28,21.47,81.51,21.17,10.85,19.6
1403.26,832,54.03,102.3,47.28,21.47,81.51,21.17,10.85,19.61
1404.06,831.94,54.03,102.3,47.28,21.47,81.52,21.16,10.85,19.61
1403.3,831.93,54.03,102.3,47.28,21.47,81.52,21.16,10.85,19.62
1403.71,831.94,54.03,102.3,47.28,21.47,81.52,21.16,10.85,19.62
1403.71,831.93,54.03,102.3,47.28,21.47,81.53,21.16,10.85,19.63
1403.31,831.87,54.03,102.3,47.28,21.47,81.53,21.16,10.85,19.63
1403.08,831.84,54.03,102.3,47.28,21.47,81.53,21.16,10.85,19.64
1403.71,832.04,54.03,102.3,47.28,21.47,81.53,21.15,10.85,19.64
1403.71,831.93,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.64
1403.71,832.03,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1403.71,831.92,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1403.71,832.03,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1403.71,831.98,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1403.71,832.07,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1404.06,832.17,54.03,102.3,47.28,21.47,81.54,21.15,10.85,19.65
1403.26,831.94,54.03,102.3,47.28,21.47,81.54,21.16,10.85,19.64
1403.75,832.12,54.03,102.3,47.28,21.47,81.53,21.16,10.86,19.64
1403.35,831.81,54.03,102.3,47.28,21.47,81.52,21.17,10.86,19.63
1403.97,832.19,54.03,102.3,47.28,21.47,81.51,21.18,10.87,19.61
1403.57,832.04,54.03,102.3,47.28,21.47,81.5,21.2,10.88,19.6
1403.13,831.98,54.03,102.3,47.28,21.47,81.48,21.21,10.89,19.58
1403,831.94,54.03,102.3,47.28,21.47,81.47,21.23,10.9,19.56
1403.04,831.84,54.03,102.3,47.28,21.47,81.45,21.25,10.91,19.53
1403.04,831.73,54.03,102.3,47.28,21.47,81.43,21.27,10.93,19.51
1403.93,831.9,54.03,102.3,47.28,21.47,81.41,21.29,10.94,19.48
1403.93,832.3,54.03,102.3,47.28,21.47,81.38,21.32,10.96,19.45
1403.57,832.01,54.03,102.3,47.28,21.47,81.36,21.34,10.98,19.42
1402.82,833.25,54.03,102.3,47.28,21.47,81.33,21.37,10.99,19.38
1402.82,832.3,54.03,102.3,47.28,21.47,81.3,21.4,11.01,19.35
1403.22,832.26,54.03,102.3,47.28,21.47,81.28,21.43,11.03,19.31
1404.01,832.49,54.03,102.3,47.28,21.47,81.25,21.46,11.05,19.27
1403.66,832.22,54.03,102.3,47.28,21.47,81.21,21.5,11.07,19.23
1404.24,832.43,54.03,102.3,47.28,21.47,81.18,21.53,11.1,19.19
1403.75,832.24,54.03,102.3,47.28,21.47,81.15,21.57,11.12,19.15
1403.66,832.1,54.03,102.3,47.28,21.47,81.11,21.6,11.14,19.11
1403.08,831.91,54.03,102.3,47.28,21.47,81.08,21.64,11.17,19.06
1403.62,832.15,54.03,102.3,47.28,21.47,81.04,21.68,11.19,19.02
1403.62,832.15,54.03,102.3,47.28,21.47,81.01,21.72,11.22,18.97
1403.26,834.01,54.03,102.3,47.28,21.47,80.97,21.76,11.24,18.92
1403.04,831.88,54.03,102.3,47.28,21.47,80.94,21.79,11.27,18.88
1402.77,832,54.03,102.3,47.28,21.47,80.9,21.83,11.29,18.83
1403.97,832.32,54.03,102.3,47.28,21.47,80.86,21.87,11.32,18.78
1404.41,832.2,54.03,102.3,47.28,21.47,80.82,21.91,11.34,18.73
1403.88,832.12,54.03,102.3,47.28,21.47,80.79,21.96,11.37,18.69
1402.73,831.84,54.03,102.3,47.28,21.47,80.75,22,11.4,18.64
1403.26,831.89,54.03,102.3,47.28,21.47,80.71,22.04,11.42,18.59
1402.73,831.66,54.03,102.3,47.28,21.47,80.67,22.08,11.45,18.54
1404.32,832.46,54.03,102.3,47.28,21.47,80.63,22.12,11.47,18.49
1403,831.71,54.03,102.3,47.28,21.47,80.6,22.15,11.5,18.45
1402.42,831.77,54.03,102.3,47.28,21.47,80.56,22.19,11.52,18.4
1403.84,832.01,54.03,102.3,47.28,21.47,80.53,22.23,11.55,18.35
1403.84,832.42,54.03,102.3,47.28,21.47,80.49,22.27,11.57,18.31
1403.13,831.99,54.03,102.3,47.28,21.47,80.46,22.31,11.6,18.26
1403.71,832.21,54.03,102.3,47.28,21.47,80.42,22.34,11.62,18.22
1404.36,832.49,54.03,102.3,47.28,21.47,80.39,22.38,11.64,18.18
1403.26,832.09,54.03,102.3,47.28,21.47,80.36,22.41,11.67,18.14
1402.95,831.92,54.03,102.3,47.28,21.47,80.32,22.45,11.69,18.1
1403.75,832.13,54.03,102.3,47.28,21.47,80.29,22.48,11.71,18.06
1403.17,831.91,54.03,102.3,47.28,21.47,80.27,22.51,11.73,18.02
1403.79,832.29,54.03,102.3,47.28,21.47,80.24,22.54,11.75,17.99
1403.79,832.07,54.03,102.3,47.28,21.47,80.21,22.57,11.76,17.95
1403.26,831.7,54.03,102.3,47.28,21.47,80.19,22.59,11.78,17.92
1403.26,832.2,54.03,102.3,47.28,21.47,80.16,22.62,11.8,17.89
1403.26,831.96,54.03,102.3,47.28,21.47,80.14,22.64,11.81,17.86
1403.26,831.96,54.03,102.3,47.28,21.47,80.12,22.66,11.83,17.84
1403.08,831.9,54.03,102.3,47.28,21.47,80.1,22.68,11.84,17.81
1404.01,832.08,54.03,102.3,47.28,21.47,80.09,22.7,11.85,17.79
1403.13,832.02,54.03,102.3,47.28,21.47,80.07,22.71,11.86,17.77
1402.99,832.15,54.03,102.3,47.28,21.47,80.06,22.73,11.87,17.76
1402.99,832.22,54.03,102.3,47.28,21.47,80.05,22.74,11.88,17.74
1402.91,832.09,54.03,102.3,47.28,21.47,80.04,22.75,11.88,17.73
1403.57,831.93,54.03,102.3,47.28,21.47,80.03,22.75,11.89,17.73
1403.57,831.93,54.03,102.3,47.28,21.47,80.03,22.76,11.89,17.72
1404.15,832.22,54.03,102.3,47.28,21.47,80.03,22.76,11.89,17.72
1403.75,832.01,54.03,102.3,47.28,21.47,80.03,22.76,11.89,17.72
1403.57,832.03,54.03,102.3,47.28,21.47,80.03,22.76,11.89,17.73
1403.35,832,54.03,102.3,47.28,21.47,80.02,22.77,11.89,17.75
1402.77,831.89,54.03,102.3,47.28,21.47,80.02,22.78,11.89,17.78
1403,831.87,54.03,102.3,47.28,21.47,80.01,22.79,11.89,17.81
1403.04,832.01,54.03,102.3,47.28,21.47,80,22.8,11.9,17.85
1404.1,832.61,54.03,102.3,47.28,21.47,79.99,22.82,11.9,17.89
1403.79,829.55,54.03,102.3,47.28,21.47,79.98,22.83,11.9,17.94
1404.19,832.46,54.03,102.3,47.28,21.47,79.97,22.85,11.9,17.99
1404.19,832.07,54.03,102.3,47.28,21.47,79.95,22.87,11.9,18.05
1404.06,831.93,54.03,102.3,47.28,21.47,79.94,22.89,11.91,18.12
1402.82,831.82,54.03,102.3,47.28,21.47,79.92,22.91,11.91,18.18
1402.82,832.04,54.03,102.3,47.28,21.47,79.91,22.94,11.91,18.26
1404.23,832.34,54.03,102.3,47.28,21.47,79.89,22.96,11.91,18.34
1403.08,832.22,54.03,102.3,47.28,21.47,79.87,22.99,11.92,18.42
1403.66,833.4,54.03,102.3,47.28,21.47,79.85,23.02,11.92,18.5
1403.35,832.08,54.03,102.3,47.28,21.47,79.83,23.05,11.93,18.59
1403.35,832.14,54.03,102.3,47.28,21.47,79.81,23.08,11.93,18.69
1402.87,831.94,54.03,102.3,47.28,21.47,79.79,23.11,11.93,18.78
1402.87,831.81,54.03,102.3,47.28,21.47,79.77,23.14,11.94,18.88
1403.57,830,54.03,102.3,47.28,21.47,79.74,23.18,11.94,18.98
1403.48,829.84,54.03,102.3,47.28,21.47,79.72,23.21,11.94,19.08
1402.95,831.98,54.03,102.3,47.28,21.47,79.7,23.25,11.95,19.19
1403.08,831.92,54.03,102.3,47.28,21.47,79.67,23.28,11.95,19.29
1402.65,831.74,54.03,102.3,47.28,21.47,79.65,23.32,11.96,19.4
1403.08,832.11,54.03,102.3,47.28,21.47,79.62,23.35,11.96,19.51
1403.08,831.77,54.03,102.3,47.28,21.47,79.6,23.39,11.97,19.62
1403.49,831.8,54.03,102.3,47.28,21.47,79.57,23.43,11.97,19.73
1402.64,832.05,54.03,102.3,47.28,21.47,79.55,23.46,11.98,19.84
1402.96,831.14,54.03,102.3,47.28,21.47,79.52,23.5,11.98,19.96
